variant,n_runs,mean_reward_mean,mean_reward_std,mean_score_mean,mean_score_std,elapsed_mean_sec
mppo_baseline,3,138.6183299469742,5.721628456052693,140.72,5.804963393510773,2168.377002954483
mppo_conservative_clip_kl,3,132.5769331590451,2.5884071828117317,134.72,2.65774340371677,1650.6226717631023
mppo_highhorizon_lowvar,3,131.60493987481303,6.049639227282385,133.74666666666667,6.049209314723151,1521.6949281692505
mppo_big_net,3,124.80671656920343,5.5200030679995375,127.0,5.576055953808204,4579.50143122673
