variant,n_runs,mean_reward_mean,mean_reward_std,mean_score_mean,mean_score_std,elapsed_mean_sec
qrdqn_baseline,3,147.69632345980267,11.10077010642448,149.79999999999998,11.131630608316101,3737.482775847117
qrdqn_nq101_batch64,3,145.11777009236278,12.825431223359805,147.35999999999999,12.7796870071219,9725.490969498953
qrdqn_nq25_batch128,3,153.45276668621227,3.813736384000766,155.60666666666668,3.7102201192561703,3592.419873317083
qrdqn_target_slow_grad_more,3,151.49456320696706,4.507943386979791,153.61333333333334,4.476888800644176,7497.06276901563
