variant,n_runs,mean_reward_mean,mean_reward_std,mean_score_mean,mean_score_std,elapsed_mean_sec
dqn_baseline,3,149.90957679066148,0.3210814071188598,152.06,0.3026549190084357,1849.4595018227894
dqn_batch_big,3,150.3350167642526,2.749736645286381,152.52666666666667,2.6641571525218435,1933.752827723821
dqn_nstep5_epsfloor010,3,144.1081800480858,1.5163824848281349,146.34,1.5973728431396503,1750.387534538905
dqn_target_slow_grad_more,3,148.8885899697772,4.731064228288577,151.12,4.669518176428909,2863.601544459661
