variant,seed,best_dir,elapsed_sec,mean_reward,mean_score
qrdqn_nq25_batch128,42,best/qrdqn_variants/qrdqn_nq25_batch128/seed_42/best,4260.995666503906,149.10180014564074,151.36
qrdqn_nq25_batch128,84,best/qrdqn_variants/qrdqn_nq25_batch128/seed_84/best,3244.892812728882,155.03968999458127,157.24
qrdqn_nq25_batch128,126,best/qrdqn_variants/qrdqn_nq25_batch128/seed_126/best,3271.37114071846,156.2168099184148,158.22
