variant,seed,best_dir,elapsed_sec,mean_reward,mean_score
ppo_big_net,42,best/ppo_variants/ppo_big_net/seed_42/best,3030.0427815914154,119.85055989453336,121.96
ppo_big_net,84,best/ppo_variants/ppo_big_net/seed_84/best,2956.628773212433,124.40437988361926,126.44
ppo_big_net,126,best/ppo_variants/ppo_big_net/seed_126/best,4736.164085865021,117.7953697019699,120.02
