variant,seed,best_dir,elapsed_sec,mean_reward,mean_score
qrdqn_baseline,42,best/qrdqn_variants/qrdqn_baseline/seed_42/best,3738.102301836014,136.4649598494463,138.56
qrdqn_baseline,84,best/qrdqn_variants/qrdqn_baseline/seed_84/best,3740.4432113170624,158.66172026156332,160.82
qrdqn_baseline,126,best/qrdqn_variants/qrdqn_baseline/seed_126/best,3733.902814388275,147.96229026839836,150.02
