variant,n_runs,mean_reward_mean,mean_reward_std,mean_score_mean,mean_score_std,elapsed_mean_sec
ppo_baseline,3,123.58785998619084,1.203555190976624,125.76666666666667,1.274414898427248,1846.8318609396617
ppo_conservative_clip_kl,3,121.95739002117345,4.579587962307934,124.15333333333335,4.479568431593981,1956.5514840284984
ppo_highhorizon_lowvar,3,120.94026653720725,2.2278030486345193,123.13333333333333,2.2738806770218516,1401.0874738693237
ppo_big_net,3,120.68343649337417,3.3823093393358747,122.80666666666666,3.2926787473625994,3574.278546889623
